_id,title,rating,year,users_rating,votes,metascore,description,runtime,codirector,director,cogenre,genre,mainactor,secactor,seclanguage,vose,country,seccountry
62920b14f70f528bb91f8426,Dazed and Confused,R,1993,7.6,158876,78,The adventures of high school and junior high students on the last day of school in May 1976.,102 min,,Richard Linklater,,Comedy,Jason London,Joey Lauren Adams,,English,USA,
62920b14f70f528bb91f8427,Our House,PG-13,2018,5.3,5563,45,"A young genius accidentally invents a device that amplifies the paranormal activity within his family's house, possibly bringing back the spirits of loved ones, and unleashing things far worse.",90 min,,Anthony Scott Burns,Horror,Drama,John Ralston,Thomas Mann,,English,Canada,Germany
62920b14f70f528bb91f8428,Full Metal Jacket,R,1987,8.3,650539,76,A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,116 min,,Stanley Kubrick,War,Drama,Matthew Modine,Adam Baldwin,Vietnamese,English,UK,USA
62920b14f70f528bb91f8429,Harry Potter and the Chamber of Secrets,PG,2002,7.4,529173,63,An ancient prophecy seems to be coming true when a mysterious presence begins stalking the corridors of a school of magic and leaving its victims paralyzed.,161 min,,Chris Columbus,Family,Adventure,Daniel Radcliffe,Rupert Grint,,English,UK,USA
62920b14f70f528bb91f842a,Gran Torino,R,2008,8.1,701410,72,"Disgruntled Korean War veteran Walt Kowalski sets out to reform his neighbor, Thao Lor, a Hmong teenager who tried to steal Kowalski's prized possession: a 1972 Gran Torino.",116 min,,Clint Eastwood,,Drama,Clint Eastwood,Christopher Carley,Hmong,English,Germany,USA
62920b14f70f528bb91f842b,"Three Billboards Outside Ebbing, Missouri",R,2017,8.2,401685,88,A mother personally challenges the local authorities to solve her daughter's murder when they fail to catch the culprit.,115 min,,Martin McDonagh,Crime,Comedy,Frances McDormand,Caleb Landry Jones,,English,UK,USA
62920b14f70f528bb91f842c,Cast Away,PG-13,2000,7.8,504512,73,A FedEx executive undergoes a physical and emotional transformation after crash landing on a deserted island.,143 min,,Robert Zemeckis,Drama,Adventure,Paul Sanchez,Lari White,Russian,English,USA,
62920b14f70f528bb91f842d,Star Wars: Episode III - Revenge of the Sith,PG-13,2005,7.5,688367,68,"Three years into the Clone Wars, the Jedi rescue Palpatine from Count Dooku. As Obi-Wan pursues a new threat, Anakin acts as a double agent between the Jedi Council and Palpatine and is lured into a sinister plan to rule the galaxy.",140 min,,George Lucas,Adventure,Action,Ewan McGregor,Natalie Portman,,English,USA,
62920b14f70f528bb91f842e,Bird Box,R,2018,6.6,260466,51,"Five years after an ominous unseen presence drives most of society to suicide, a mother and her two children make a desperate bid to reach safety.",124 min,,Susanne Bier,Horror,Drama,Sandra Bullock,Trevante Rhodes,,English,USA,
62920b14f70f528bb91f842f,Seberg,R,2019,5.5,3550,54,Inspired by real events in the life of French New Wave icon,102 min,,Benedict Andrews,Drama,Biography,Kristen Stewart,Yvan Attal,French,English,UK,USA
62920b14f70f528bb91f8430,School of Rock,PG-13,2003,7.1,259325,82,"After being kicked out of his rock band, Dewey Finn becomes a substitute teacher of an uptight elementary private school, only to try and turn his class into a rock band.",109 min,,Richard Linklater,Music,Comedy,Jack Black,Adam Pascal,,English,USA,Germany
62920b14f70f528bb91f8431,Malena,R,2000,7.5,86357,54,"Amidst the war climate, a teenage boy discovering himself becomes love-stricken by Malèna, a sensual woman living in a small, narrow-minded Italian town.",108 min,,Giuseppe Tornatore,Drama,Comedy,Monica Bellucci,Giuseppe Sulfaro,English,Italian,Italy,USA
62920b14f70f528bb91f8432,A Beautiful Mind,PG-13,2001,8.2,819184,72,After,135 min,,Ron Howard,Drama,Biography,Russell Crowe,Ed Harris,,English,USA,
62920b14f70f528bb91f8433,Fargo,R,1996,8.1,594745,85,Jerry Lundegaard's inept crime falls apart due to his and his henchmen's bungling and the persistent police work of the quite pregnant Marge Gunderson.,98 min,Ethan Coen,Joel Coen,Drama,Crime,William H. Macy,Steve Buscemi,,English,USA,UK
62920b14f70f528bb91f8434,True Grit,PG-13,2010,7.6,301162,80,A stubborn teenager enlists the help of a tough U.S. Marshal to track down her father's murderer.,110 min,Joel Coen,Ethan Coen,Western,Drama,Jeff Bridges,Hailee Steinfeld,,English,USA,
62920b14f70f528bb91f8435,Les Misérables,PG-13,2012,7.6,300159,63,"In 19th-century France, Jean Valjean, who for decades has been hunted by the ruthless policeman Javert after breaking parole, agrees to care for a factory worker's daughter. The decision changes their lives forever.",158 min,,Tom Hooper,History,Drama,Hugh Jackman,Russell Crowe,,English,UK,USA
62920b14f70f528bb91f8436,Cinderella,PG,2015,6.9,140680,67,"When her father unexpectedly dies, young Ella finds herself at the mercy of her cruel stepmother and her scheming stepsisters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger.",105 min,,Kenneth Branagh,Family,Drama,Cate Blanchett,Lily James,,English,USA,UK
62920b14f70f528bb91f8437,Superbad,R,2007,7.6,507141,76,Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.,113 min,,Greg Mottola,,Comedy,Jonah Hill,Michael Cera,,English,USA,
62920b14f70f528bb91f8438,I Am Legend,PG-13,2007,7.2,669173,65,"Years after a plague kills most of humanity and transforms the rest into monsters, the sole survivor in New York City struggles valiantly to find a cure in this post-apocalyptic action thriller.",101 min,,Francis Lawrence,Adventure,Action,Will Smith,Alice Braga,,English,USA,
62920b14f70f528bb91f8439,The Kitchen,R,2019,5.4,12248,35,The wives of New York gangsters in Hell's Kitchen in the 1970s continue to operate their husbands' rackets after they're locked up in prison.,102 min,,Andrea Berloff,Crime,Action,Melissa McCarthy,Tiffany Haddish,Hebrew,English,USA,Canada
62920b14f70f528bb91f843a,Star Wars: Episode II - Attack of the Clones,PG,2002,6.5,620176,54,"Ten years after initially meeting, Anakin Skywalker shares a forbidden romance with Padmé Amidala, while Obi-Wan Kenobi investigates an assassination attempt on the senator and discovers a secret clone army crafted for the Jedi.",142 min,,George Lucas,Adventure,Action,Ewan McGregor,Natalie Portman,,English,USA,
62920b14f70f528bb91f843b,Vertigo,PG,1958,8.3,346708,100,A former police detective juggles wrestling with his personal demons and becoming obsessed with a hauntingly beautiful woman.,128 min,,Alfred Hitchcock,Romance,Mystery,James Stewart,Kim Novak,,English,USA,
62920b14f70f528bb91f843c,Blade Runner,R,1982,8.1,670715,84,"A blade runner must pursue and terminate four replicants who stole a ship in space, and have returned to Earth to find their creator.",117 min,,Ridley Scott,Sci-Fi,Action,Harrison Ford,Rutger Hauer,German,English,USA,
62920b14f70f528bb91f843d,Watchmen,R,2009,7.6,486131,56,"In 1985 where former superheroes exist, the murder of a colleague sends active vigilante Rorschach into his own sprawling investigation, uncovering something that could completely change the course of history as we know it.",162 min,,Zack Snyder,Drama,Action,Malin Akerman,Billy Crudup,,English,USA,
62920b14f70f528bb91f843e,Richard Jewell,R,2019,7.5,41140,68,American security guard,131 min,,Clint Eastwood,Crime,Biography,Paul Walter Hauser,Sam Rockwell,,English,USA,
62920b14f70f528bb91f843f,Downton Abbey,PG,2019,7.4,33013,64,"The continuing story of the Crawley family, wealthy owners of a large estate in the English countryside in the early twentieth century.",122 min,,Michael Engler,Romance,Drama,Stephen Campbell Moore,Michael Fox,,English,UK,USA
62920b14f70f528bb91f8440,Toy Story 4,G,2019,7.8,181918,84,"When a new toy called ""Forky"" joins Woody and the gang, a road trip alongside old and new friends reveals how big the world can be for a toy.",100 min,,Josh Cooley,Adventure,Animation,Tom Hanks,Tim Allen,,English,USA,
62920b14f70f528bb91f8441,San Andreas,PG-13,2015,6.0,205022,43,"In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey with his ex-wife across the state in order to rescue his daughter.",114 min,,Brad Peyton,Adventure,Action,Dwayne Johnson,Carla Gugino,,English,USA,
62920b14f70f528bb91f8442,The Age of Adaline,PG-13,2015,7.2,148852,51,"A young woman, born at the turn of the 20th century, is rendered ageless after an accident. After many solitary years, she meets a man who complicates the eternal life she has settled into.",112 min,,Lee Toland Krieger,Fantasy,Drama,Blake Lively,Michiel Huisman,Portuguese,English,USA,Canada
62920b14f70f528bb91f8443,It Comes At Night,R,2017,6.2,79172,78,"Secure within a desolate home as an unnatural threat terrorizes the world, a man has established a tenuous domestic order with his wife and son. Then a desperate young family arrives seeking refuge.",91 min,,Trey Edward Shults,Mystery,Horror,Joel Edgerton,Christopher Abbott,,English,USA,
62920b14f70f528bb91f8444,The Master,R,2012,7.2,147339,86,A Naval veteran arrives home from war unsettled and uncertain of his future - until he is tantalized by the Cause and its charismatic leader.,138 min,,Paul Thomas Anderson,,Drama,Joaquin Phoenix,Price Carson,English,Filipino,USA,
62920b14f70f528bb91f8445,No Escape,R,2015,6.8,75312,38,"In their new overseas house, an American family soon finds themselves caught in the middle of a coup, and they frantically look for a safe escape from an environment where foreigners are being immediately executed.",103 min,,John Erick Dowdle,Thriller,Action,Owen Wilson,Lake Bell,French,English,USA,Thailand
62920b14f70f528bb91f8446,Robin Hood,PG-13,2010,6.6,59063,53,"In twelfth century England, Robin Longstride (",140 min,,Ridley Scott,Adventure,Action,Russell Crowe,Cate Blanchett,French,English,USA,UK
62920b14f70f528bb91f8447,Immortals,R,2011,6.0,157957,46,"Theseus is a mortal man chosen by Zeus to lead the fight against the ruthless King Hyperion, who is on a rampage across Greece to obtain a weapon that can destroy humanity.",110 min,,Tarsem Singh,Drama,Action,Henry Cavill,Mickey Rourke,Greek,English,USA,Canada
62920b14f70f528bb91f8448,American Graffiti,PG,1973,7.4,78975,97,A couple of high school grads spend one final night cruising the strip with their buddies before they go off to college.,110 min,,George Lucas,Drama,Comedy,Richard Dreyfuss,Ron Howard,,English,USA,
62920b14f70f528bb91f8449,Sixteen Candles,PG,1984,7.1,101110,61,"A girl's ""sweet"" sixteenth birthday becomes anything but special, as she suffers from every embarrassment possible.",93 min,,John Hughes,Romance,Comedy,Molly Ringwald,Justin Henry,,English,USA,
62920b14f70f528bb91f844a,Fractured,TV-MA,2019,6.4,46200,36,"A couple stops at a gas station, where their 6 y.o. daughter's arm is fractured. They hurry to a hospital. Something strange is going on there. The wife and daughter go missing.",99 min,,Brad Anderson,Thriller,Mystery,Sam Worthington,Lily Rabe,,English,USA,
62920b14f70f528bb91f844b,Battleship,PG-13,2012,5.800009481532561,232030,41,A fleet of ships is forced to do battle with an armada of unknown origins in order to discover and thwart their destructive goals.,131 min,,Peter Berg,Adventure,Action,Taylor Kitsch,Alexander Skarsgård,Japanese,English,USA,
62920b14f70f528bb91f844c,Batman & Robin,PG-13,1997,3.7,228233,28,Batman and Robin try to keep their relationship together even as they must stop Mr. Freeze and Poison Ivy from freezing Gotham City.,125 min,,Joel Schumacher,Sci-Fi,Action,Arnold Schwarzenegger,George Clooney,,English,USA,UK
62920b14f70f528bb91f844d,Matilda,PG,1996,6.9,121733,72,"Story of a wonderful little girl, who happens to be a genius, and her wonderful teacher vs. the worst parents ever and the worst school principal imaginable.",98 min,,Danny DeVito,Family,Comedy,Mara Wilson,Danny DeVito,,English,USA,
62920b14f70f528bb91f844e,Black Hawk Down,R,2001,7.7,355348,74,160 elite U.S. soldiers drop into Somalia to capture two top lieutenants of a renegade warlord and find themselves in a desperate battle with a large force of heavily-armed Somalis.,144 min,,Ridley Scott,History,Drama,Josh Hartnett,Ewan McGregor,Somali,English,USA,UK
62920b14f70f528bb91f844f,The Art of Racing in the Rain,PG,2019,7.5,19447,43,"Through his bond with his owner, aspiring Formula One race car driver Denny, golden retriever Enzo learns that the techniques needed on the racetrack can also be used to successfully navigate the journey of life.",109 min,,Simon Curtis,Drama,Comedy,Kevin Costner,Milo Ventimiglia,Italian,English,USA,
62920b14f70f528bb91f8450,The Last House on the Left,R,2009,6.5,31336,42,"After kidnapping and brutally assaulting two young women, a gang unknowingly finds refuge at a vacation home belonging to the parents of one of the victims: a mother and father who devise an increasingly gruesome series of revenge tactics.",110 min,,Dennis Iliadis,Thriller,Horror,Garret Dillahunt,Michael Bowen,,English,USA,UK
62920b14f70f528bb91f8451,"O Brother, Where Art Thou?",PG-13,2000,7.7,276307,69,"In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them.",107 min,Ethan Coen,Joel Coen,Comedy,Adventure,George Clooney,John Turturro,,English,UK,France
62920b14f70f528bb91f8452,Moon,R,2009,7.9,326750,67,"Astronaut Sam Bell has a quintessentially personal encounter toward the end of his three-year stint on the Moon, where he, working alongside his computer, GERTY, sends back to Earth parcels of a resource that has helped diminish our planet's power problems.",97 min,,Duncan Jones,Mystery,Drama,Sam Rockwell,Kevin Spacey,Spanish,English,UK,USA
62920b14f70f528bb91f8453,No Strings Attached,R,2011,6.2,207702,50,"A guy and girl try to keep their relationship strictly physical, but it's not long before they learn that they want something more.",108 min,,Ivan Reitman,Romance,Comedy,Natalie Portman,Ashton Kutcher,Ukrainian,English,USA,UK
62920b14f70f528bb91f8454,Movie 43,R,2013,4.3,97355,18,A series of interconnected short films follows a washed-up producer as he pitches insane story lines featuring some of the biggest stars in Hollywood.,94 min,Steven Brill,Elizabeth Banks,,Comedy,Dennis Quaid,Greg Kinnear,,English,USA,
62920b14f70f528bb91f8455,The Gift,R,2015,7.0,61875,77,A young married couple's lives are thrown into a harrowing tailspin when an acquaintance from the husband's past brings mysterious gifts and a horrifying secret to light after more than 20 years.,108 min,,Joel Edgerton,Mystery,Drama,Jason Bateman,Rebecca Hall,,English,USA,Australia
62920b14f70f528bb91f8456,The Da Vinci Code,PG-13,2006,6.6,389770,46,"A murder inside the Louvre, and clues in Da Vinci paintings, lead to the discovery of a religious mystery protected by a secret society for two thousand years, which could shake the foundations of Christianity.",149 min,,Ron Howard,Thriller,Mystery,Tom Hanks,Audrey Tautou,French,English,USA,Malta
62920b14f70f528bb91f8457,The Equalizer 2,R,2018,6.7,119751,50,"Robert McCall serves an unflinching justice for the exploited and oppressed, but how far will he go when that is someone he loves?",121 min,,Antoine Fuqua,Crime,Action,Denzel Washington,Pedro Pascal,French,English,USA,
62920b14f70f528bb91f8458,Blow the Man Down,R,2019,6.4,4228,72,"Mary Beth and Priscilla Connolly attempt to cover up a gruesome run-in with a dangerous man. To conceal their crime, the sisters must go deep into the criminal underbelly of their hometown, uncovering the town's darkest secrets.",91 min,Danielle Krudy,Bridget Savage Cole,Drama,Comedy,David Coffin,David Pridemore,,English,USA,
62920b14f70f528bb91f8459,Notting Hill,PG-13,1999,7.1,262262,68,The life of a simple bookshop owner changes when he meets the most famous film star in the world.,124 min,,Roger Michell,Drama,Comedy,Julia Roberts,Hugh Grant,Spanish,English,UK,USA
62920b14f70f528bb91f845a,The Waterboy,PG-13,1998,6.1,144663,41,A waterboy for a college football team discovers he has a unique tackling ability and becomes a member of the team.,90 min,,Frank Coraci,Sport,Comedy,Adam Sandler,Kathy Bates,,English,USA,
62920b14f70f528bb91f845b,Dredd,R,2012,7.1,244379,60,"In a violent, futuristic city where the police have the authority to act as judge, jury and executioner, a cop teams with a trainee to take down a gang that deals the reality-altering drug, SLO-MO.",95 min,,Pete Travis,Crime,Action,Karl Urban,Rachel Wood,,English,UK,South Africa
62920b14f70f528bb91f845c,Fast & Furious 6,PG-13,2013,7.1,360689,61,"Hobbs has Dominic and Brian reassemble their crew to take down a team of mercenaries: Dominic unexpectedly gets sidetracked with facing his presumed deceased girlfriend, Letty.",130 min,,Justin Lin,Adventure,Action,Vin Diesel,Paul Walker,Spanish,English,USA,Japan
62920b14f70f528bb91f845d,Scent of a Woman,R,1992,8.0,248620,59,"A prep school student needing money agrees to ""babysit"" a blind man, but the job is not at all what he anticipated.",156 min,,Martin Brest,,Drama,Al Pacino,Chris O'Donnell,,English,USA,
62920b14f70f528bb91f845e,The Laundromat,R,2019,6.3,38813,57,"A widow investigates an insurance fraud, chasing leads to a pair of Panama City law partners exploiting the world's financial system.",95 min,,Steven Soderbergh,Crime,Comedy,Gary Oldman,Antonio Banderas,Mandarin,English,USA,
62920b14f70f528bb91f845f,Edward Scissorhands,PG-13,1990,7.9,433811,74,"An artificial man, who was incompletely constructed and has scissors for hands, leads a solitary life. Then one day, a suburban lady meets him and introduces him to her world.",105 min,,Tim Burton,Fantasy,Drama,Johnny Depp,Winona Ryder,,English,USA,
62920b14f70f528bb91f8460,High Life,R,2018,5.8,24503,77,A father and his daughter struggle to survive in deep space where they live in isolation.,113 min,,Claire Denis,Drama,Adventure,Robert Pattinson,Juliette Binoche,,English,France,UK
62920b14f70f528bb91f8461,Kids,Unrated,1995,7.1,71032,63,"A day in the life of a group of teens as they travel around New York City skating, drinking, smoking and deflowering virgins.",91 min,,Larry Clark,,Drama,Leo Fitzpatrick,Sarah Henderson,,English,USA,
62920b14f70f528bb91f8462,Thirteen,R,2003,6.8,78129,70,"A thirteen-year-old girl's relationship with her mother is put to the test as she discovers drugs, sex, and petty crime in the company of her cool but troubled best friend.",100 min,,Catherine Hardwicke,,Drama,Nikki Reed,Evan Rachel Wood,Spanish,English,USA,UK
62920b14f70f528bb91f8463,The Nun,R,2018,5.3,109536,46,A priest with a haunted past and a novice on the threshold of her final vows are sent by the Vatican to investigate the death of a young nun in Romania and confront a malevolent force in the form of a demonic nun.,96 min,,Corin Hardy,Mystery,Horror,Demián Bichir,Taissa Farmiga,French,English,USA,
62920b14f70f528bb91f8464,Before Sunrise,R,1995,8.1,257987,77,"A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together.",101 min,,Richard Linklater,Romance,Drama,Ethan Hawke,Julie Delpy,German,English,USA,Austria
62920b14f70f528bb91f8465,Run All Night,R,2015,6.6,99067,59,"Mobster and hit man Jimmy Conlon has one night to figure out where his loyalties lie: with his estranged son, Mike, whose life is in danger, or his longtime best friend, mob boss Shawn Maguire, who wants Mike to pay for the death of his own son.",114 min,,Jaume Collet-Serra,Crime,Action,Liam Neeson,Ed Harris,,English,USA,
62920b14f70f528bb91f8466,Atlantis: The Lost Empire,PG,2001,6.9,99890,52,A young adventurer named Milo Thatch joins an intrepid group of explorers to find the mysterious lost continent of Atlantis.,95 min,Kirk Wise,Gary Trousdale,Action,Animation,Corey Burton,Claudia Christian,French,English,USA,
62920b14f70f528bb91f8467,The Girl in the Spider's Web,R,2018,6.1,37621,43,"Young computer hacker Lisbeth Salander and journalist Mikael Blomkvist find themselves caught in a web of spies, cybercriminals and corrupt government officials.",115 min,,Fede Alvarez,Crime,Action,Claire Foy,Beau Gadsdon,,English,Germany,Sweden
62920b14f70f528bb91f8468,Swallow,R,2019,6.4,7111,65,"Hunter, a newly pregnant housewife, finds herself increasingly compelled to consume dangerous objects. As her husband and his family tighten their control over her life, she must confront the dark secret behind her new obsession.",94 min,,Carlo Mirabella-Davis,Thriller,Drama,Haley Bennett,Austin Stowell,,English,USA,France
62920b14f70f528bb91f8469,Transformers: Dark of the Moon,PG-13,2011,6.2,377938,42,"The Autobots learn of a Cybertronian spacecraft hidden on the moon, and race against the Decepticons to reach it and to learn its secrets.",154 min,,Michael Bay,Adventure,Action,Shia LaBeouf,Rosie Huntington-Whiteley,,English,USA,
62920b14f70f528bb91f846a,The Fugitive,PG-13,1993,7.8,259155,87,"Dr. Richard Kimble, unjustly accused of murdering his wife, must find the real killer while being the target of a nationwide manhunt led by a seasoned U.S. Marshal.",130 min,,Andrew Davis,Crime,Action,Harrison Ford,Tommy Lee Jones,Polish,English,USA,
62920b14f70f528bb91f846b,Pet Sematary,R,2019,5.7,91206,57,"Dr. Louis Creed and his wife, Rachel, relocate from Boston to rural Maine with their two young children. The couple soon discover a mysterious burial ground hidden deep in the woods near their new home.",101 min,Dennis Widmyer,Kevin Kölsch,Mystery,Horror,Jason Clarke,Amy Seimetz,,English,USA,Canada
62920b14f70f528bb91f846c,This Is Where I Leave You,R,2014,6.6,69638,44,"When their father passes away, four grown siblings are forced to return to their childhood home and live under the same roof together for a week, along with their over-sharing mother and an assortment of spouses, exes and might-have-beens.",103 min,,Shawn Levy,Drama,Comedy,Jason Bateman,Tina Fey,Hebrew,English,USA,
62920b14f70f528bb91f846d,Flight,R,2012,7.3,316942,76,"An airline pilot saves almost all his passengers on his malfunctioning airliner which eventually crashed, but an investigation into the accident reveals something troubling.",138 min,,Robert Zemeckis,Thriller,Drama,Nadine Velazquez,Denzel Washington,,English,USA,United Arab Emirates
62920b14f70f528bb91f846e,Alex Rider: Operation Stormbreaker,PG,2006,5.1,22968,42,"After the death of his uncle, the 14-year-old schoolboy Alex Rider is forced by the Special Operations Division of the UK's secret intelligence service, MI6, into a mission which will save millions of lives.",93 min,,Geoffrey Sax,Adventure,Action,Sarah Bolger,Robbie Coltrane,,English,UK,USA
62920b14f70f528bb91f846f,Despicable Me 2,PG,2013,7.3,360585,62,"When Gru, the world's most super-bad turned super-dad has been recruited by a team of officials to stop lethal muscle and a host of Gru's own, He has to fight back with new gadgetry, cars, and more minion madness.",98 min,Chris Renaud,Pierre Coffin,Adventure,Animation,Steve Carell,Kristen Wiig,Ukrainian,English,USA,France
62920b14f70f528bb91f8470,Brazil,R,1985,7.9,182825,84,A bureaucrat in a dystopic society becomes an enemy of the state as he pursues the woman of his dreams.,132 min,,Terry Gilliam,Sci-Fi,Drama,Jonathan Pryce,Robert De Niro,,English,UK,USA
62920b14f70f528bb91f8471,American Pie 2,R,2001,6.4,234553,43,"Jim and his friends are now in college, and they decide to meet up at the beach house for some fun.",108 min,,J.B. Rogers,,Comedy,Jason Biggs,Shannon Elizabeth,,English,USA,
62920b14f70f528bb91f8472,The Circle,PG-13,2017,5.3,80075,43,"A woman lands a dream job at a powerful tech company called the Circle, only to uncover an agenda that will affect the lives of all of humanity.",110 min,,James Ponsoldt,Sci-Fi,Drama,Emma Watson,Ellar Coltrane,,English,United Arab Emirates,USA
62920b14f70f528bb91f8473,Beauty and the Beast,G,1991,8.0,260363,95,A prince cursed to spend his days as a hideous monster sets out to regain his humanity by earning a young woman's love.,84 min,Kirk Wise,Gary Trousdale,Family,Animation,Robby Benson,Jesse Corti,French,English,USA,
62920b14f70f528bb91f8474,The Color Purple,PG-13,1985,7.8,75396,78,A black Southern woman struggles to find her identity after suffering abuse from her father and others over four decades.,154 min,,Steven Spielberg,,Drama,Danny Glover,Whoopi Goldberg,,English,USA,
62920b14f70f528bb91f8475,Peter Pan,PG,2003,6.8,121595,64,"The Darling family children receive a visit from Peter Pan, who takes them to Never Never Land where an ongoing war with the evil Pirate Captain Hook is taking place.",113 min,,P.J. Hogan,Family,Adventure,Jason Isaacs,Jeremy Sumpter,North American Indian,English,UK,Australia
62920b14f70f528bb91f8476,Big,PG,1988,7.3,191190,73,"After wishing to be made big, a teenage boy wakes the next morning to find himself mysteriously in the body of an adult.",104 min,,Penny Marshall,Drama,Comedy,Tom Hanks,Elizabeth Perkins,Spanish,English,USA,
62920b14f70f528bb91f8477,Signs,PG-13,2002,6.7,329527,59,A family living on a farm finds mysterious crop circles in their fields which suggests something more frightening to come.,106 min,,M. Night Shyamalan,Mystery,Drama,Mel Gibson,Joaquin Phoenix,Portuguese,English,USA,
62920b14f70f528bb91f8478,WarGames,PG,1983,7.1,87595,77,"A young man finds a back door into a military central computer in which reality is confused with game-playing, possibly starting World War III.",114 min,,John Badham,Adventure,Action,Matthew Broderick,Dabney Coleman,,English,USA,
62920b14f70f528bb91f8479,Final Destination,R,2000,6.7,222870,36,"After a teenager has a terrifying vision of him and his friends dying in a plane crash, he prevents the accident only to have Death hunt them down, one by one.",98 min,,James Wong,Thriller,Horror,Devon Sawa,Ali Larter,French,English,USA,
62920b14f70f528bb91f847a,Failure to Launch,PG-13,2006,5.6,71433,47,A thirty-something is still living with his parents until they hire an interventionist to help him graduate out of the house. That's when the fun begins.,97 min,,Tom Dey,Romance,Comedy,Matthew McConaughey,Sarah Jessica Parker,,English,USA,
62920b14f70f528bb91f847b,Overboard,PG,1987,6.9,31991,53,"A cruel but beautiful heiress mocks and cheats a hired carpenter. When she gets amnesia after an accident, he decides to introduce her to regular life by convincing her they're husband and wife.",112 min,,Garry Marshall,Romance,Comedy,Goldie Hawn,Kurt Russell,French,English,USA,
62920b14f70f528bb91f847c,Panic Room,R,2002,6.8,249971,65,"A divorced woman and her diabetic daughter take refuge in their newly-purchased house's safe room, when three men break-in, searching for a missing fortune.",112 min,,David Fincher,Drama,Crime,Jodie Foster,Kristen Stewart,,English,USA,
62920b14f70f528bb91f847d,Big Time Adolescence,R,2019,7.0,3637,64,"A suburban teenager comes of age under the destructive guidance of his best friend, an aimless college dropout.",91 min,,Jason Orley,,Comedy,Griffin Gluck,Emily Arlook,,English,USA,
62920b14f70f528bb91f847e,X2: X-Men United,PG-13,2003,7.4,500766,68,"When anti-mutant Colonel William Stryker kidnaps Professor X and attacks his school, the X-Men must ally with their archenemy Magneto to stop him.",134 min,,Bryan Singer,Sci-Fi,Action,Patrick Stewart,Hugh Jackman,German,English,Canada,USA
